,d_avg-sim,d_avg-binding,d_n_neighbors,d_page_rank,d_features1,d_features2,d_features3,t_avg-sim,t_avg-binding,t_n_neighbors,t_page_rank,t_features1,t_features2,t_features3,Y
10026300|P0DMS8,0.3479982092592593,3.6391959066575326,1.0,0.04829280691349656,0.5740566478079143,2.5223804198992013,0.1365961847315081,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
10885636|P0DMS8,0.3459905607037037,3.8933072497923895,4.0,0.08010357582359812,2.3357574856076107,0.8531311916775932,0.14602480152482117,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
10907460|P0DMS8,0.33553791159259255,3.6490560285761653,1.0,0.027249496196435907,2.252330510213277,0.6037799512988689,0.2696928208241985,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
11005810|P0DMS8,0.32619349914814816,3.979773957708272,2.0,0.043448408439762734,2.438594724535418,0.8521648200887507,0.11732680586690894,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
11071079|P0DMS8,0.3409072846296297,3.639873654992756,4.0,0.08010357582359812,2.015129745367841,0.9459162491428592,0.17480439217419744,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
11113605|P0DMS8,0.32315738814814815,3.3955209948778715,3.0,0.0612935159214651,1.87304310311384,0.7340660187252637,0.2566190992777704,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
11154555|P0DMS8,0.25606194362962964,3.2929174261034633,0.0,0.009404388714733543,0.9538412269378026,1.5953021902004998,0.34196014570183714,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
11430418|P0DMS8,0.34462432862962966,3.736842105263158,0.0,0.009404388714733543,1.9577559959809487,0.2980316242924579,1.085270443801375,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
11730467|P0DMS8,0.32050001003703704,3.4422398026844285,4.0,0.0839769763844817,1.982705380912288,0.7907240162061145,0.08655288775648605,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
118016229|P0DMS8,0.3735025865555557,3.078960774609199,1.0,0.04829280691349656,0.4088664409367351,0.42420926905565526,1.8802042474007554,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
11957735|P0DMS8,0.30881720396296297,2.9473684210526314,0.0,0.009404388714733543,1.6450274479030385,0.5368467105177728,0.3160208704505835,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
1220|P0DMS8,0.2676316742592592,3.072679298388066,0.0,0.009404388714733543,0.37915038362150805,1.720228705731506,0.5344220913572317,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
1329|P0DMS8,0.33371150144444456,3.4677464170919676,1.0,0.06269592476489026,0.0,0.4942752890570329,2.580123071863862,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
135156251|P0DMS8,0.37774902703703706,2.9473684210526314,1.0,0.04829280691349656,1.4806981188539372,0.4855692207824686,0.5975173308230456,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
16038374|P0DMS8,0.2736247171851852,3.4536730925414942,0.0,0.009404388714733543,1.6435234894733304,0.5278470999811588,0.8586281996456043,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
1922|P0DMS8,0.31224908000000007,3.227346778227181,1.0,0.06269592476489026,0.30705037937223695,0.3995547858986722,2.1836051772050817,0.1313108384936263,4.078479460043052,0.0,0.010791366906474824,2.0772175301812976,0.0,2.0701873017524366,
