PubChem CID,Ligand SMILES
137539744,C[C@H](Nc1nc(C(=O)N2CCCC2)c2sc(C)cc2n1)c1cncc(F)c1
137539745,CCNC(=O)CC1CN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(C)sc12
137539748,C[C@H](Nc1nc(C(=O)N2CC(CNC(=O)C(C)(C)C)C2)c2sccc2n1)c1cncc(F)c1
137539762,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C2CC[C@H](C)CC2)c2sccc2n1)c1cncc(F)c1
137539777,COC1(C)CN(C1)C(=O)c1nc(N[C@@H](C)c2ccccn2)nc2cc(C)sc12
137539780,CC(C)C(=O)NC1CN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(C)sc12
137539783,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)c2ccccc2)c2sccc2n1)c1cncc(F)c1
141419107,COc1cn(ccc1=O)-c1ccc(OCCCN2CCCC2)cc1
142426971,Cc1cc(cc(n1)C(F)F)-c1c(nc(N)n2cnnc12)-c1ccc(Cl)cc1F
142426985,Cc1cc(cc(CF)n1)-c1c(nc(N)n2cnnc12)-c1ccc(F)cc1
142426991,Cc1cc(cc(n1)C(F)F)-c1c(nc(N)n2cnnc12)-c1ccc(F)cc1F
142426997,Cc1cc(cc(CF)n1)-c1c(nc(N)n2cnnc12)-c1ccccc1F
142427004,Cc1cc(cc(n1)C(F)(F)F)-c1c(nc(N)n2cnnc12)-c1ccc(F)cc1F
142427013,Cc1cc(cc(Cl)n1)-c1c(nc(N)n2cnnc12)-c1ccccc1
142427021,Cc1cc(cc(n1)C(F)F)-c1c(nc(N)n2cnnc12)-c1ccccc1F
142427022,Cc1cc(cc(C)n1)-c1c(nc(N)n2cnnc12)-c1ccccc1F
142540038,C[C@H](Nc1nc(C(=O)N2CCC(F)(F)C2)c2sccc2n1)c1ccccn1
142540044,C[C@H](Nc1nc(C(=O)N2CC[C@@H](CN)C2)c2sc(C)cc2n1)c1cncc(F)c1
142540051,C[C@@H](O)CNC(=O)c1nc(N[C@@H](C)c2cccnc2)nc2cc(C)sc12
142540063,COc1cccc(CNC(=O)c2nc(N[C@@H](C)c3ccccn3)nc3c(C)csc23)n1
142540095,C[C@H](Nc1nc(C(=O)N2CC[C@@H](O)C2)c2sc(C)cc2n1)c1cncc(F)c1
142540098,C[C@H](Nc1nc(C(=O)N2CCC2)c2sccc2n1)c1cncc(F)c1
142540105,C[C@H](Nc1nc(C(=O)N2CC[C@@H](O)C2)c2sc(cc2n1)C(F)(F)F)c1cncc(F)c1
142540109,C[C@H](Nc1nc(C(=O)NCCC2CN(C)C2)c2sc(C)cc2n1)c1cncc(F)c1
142540138,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C2CCOC2)c2sccc2n1)c1cncc(F)c1
142540146,C[C@H](Nc1nc(C(=O)N2CC[C@@H](O)C2)c2sc(C)cc2n1)c1ccccn1
142540160,C[C@H](Nc1nc(C(=O)N2CC[C@@H](F)C2)c2sccc2n1)c1cccnc1
142540164,C[C@H](Nc1nc(C(=O)N2CC[C@@H](O)C2)c2sccc2n1)c1ccccn1
142540173,CCNC(=O)c1nc(N[C@@H](C)c2ccccn2)nc2ccsc12
142540184,C[C@H](Nc1nc(C(=O)NCCC2CCNC2)c2sccc2n1)c1cncc(F)c1
142540187,C[C@H](Nc1nc(C(=O)NCC(F)(F)F)c2sc(C)cc2n1)c1cncc(F)c1
142540208,C[C@H](Nc1nc(C(=O)N2CCC2)c2sccc2n1)c1ccccn1
142540213,C[C@H](Nc1nc(C(=O)N2CCC2)c2sc(C)cc2n1)c1cccnc1
142540223,C[C@H](Nc1nc(C(=O)N2CC[C@@H](CO)C2)c2sc(C)cc2n1)c1cccnc1
142540225,CC(C)NC(=O)N1CCN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(C)sc12
142540238,C[C@H](Nc1nc(C(=O)N2CC[C@@H]2C)c2sc(C)cc2n1)c1cncc(F)c1
142540244,C[C@H](Nc1nc(C(=O)N2CCCC2)c2sccc2n1)c1cccc(F)c1
142540248,COc1ccc(CNC(=O)c2nc(N[C@@H](C)c3ccccn3)nc3cc(C)sc23)cc1
142540251,C[C@H](Nc1nc(C(=O)NCCO)c2sc(C)cc2n1)c1cccnc1
142540253,C[C@H](Nc1nc(C(=O)N2CCC(F)(F)C2)c2sccc2n1)c1cccnc1
142540265,C[C@H](O)CNC(=O)c1nc(N[C@@H](C)c2ccccn2)nc2ccsc12
142540362,C[C@H](Nc1nc(C(=O)NCc2cccnc2)c2scc(C)c2n1)c1ccccn1
142540368,C[C@H](Nc1nc(C(=O)N2CC(C2)N2CCCC2)c2sc(C)cc2n1)c1cncc(F)c1
142540381,C[C@H](Nc1nc(C(=O)N2CC(CO)C2)c2sc(C)cc2n1)c1cccnc1
142540385,C[C@H](Nc1nc(C(=O)N2CCC2)c2sc(C)cc2n1)c1cncc(F)c1
142540387,C[C@H](O)CNC(=O)c1nc(N[C@@H](C)c2cccnc2)nc2cc(C)sc12
142540389,C[C@H](O)CNC(=O)c1nc(N[C@@H](C)c2ccccn2)nc2cc(C)sc12
142540399,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)c2cccc(Cl)c2)c2scc(C)c2n1)c1cncc(F)c1
142540419,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)c2cc(C)cc(C)c2)c2sccc2n1)c1cncc(F)c1
142540438,F[C@@H]1CCN(C1)C(=O)c1nc(NCc2cncc(F)c2)nc2ccsc12
142540473,C[C@H](Nc1nc(C(=O)N2CC[C@@H](F)C2)c2sccc2n1)c1ccccn1
142540480,C[C@H](Nc1nc(C(=O)NC2CCC2)c2sccc2n1)c1ccccn1
142540499,C[C@H](Nc1nc(C(=O)NCCO)c2sc(C)cc2n1)c1ccccn1
146443662,Nc1cccc(Cc2nc3c(-c4ccc5nccn5c4)c(nc(N)n3n2)-c2ccc(F)cc2)n1
146443751,Nc1nc(-c2ccc(F)cc2)c(-c2ccc(=O)n(CCO)c2)c2nc(Cc3ncccc3F)nn12
146443757,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(cc1)C#N
146490611,Cc1cc(cc(Cl)n1)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ncco1
146490612,Cc1cc(cc(n1)C1CC1)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1ncco1
146490613,Nc1nc(-c2ccc(F)cc2)c(-c2ccc3ncsc3c2)c2nc(Cc3ncccc3F)nn12
146490614,Cc1cc(cc(n1)C#N)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1ncco1
146490615,Cc1cc(ccn1)-c1c(nc(N)n2nc(Cc3nccs3)nc12)-c1ccc(F)cc1
146490617,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)N1CCOCC1
146490619,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)N1CCCC1
146490621,COCCc1nc2c(-c3ccc4ncc(C)n4c3)c(nc(N)n2n1)-c1ccc(F)cc1
146490623,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-n1cc(F)cn1
146490624,Nc1nc(-c2ccc(F)cc2)c(-c2ccc3nccnc3c2)c2nc(Cc3ncccc3F)nn12
146490625,COc1ccccc1-c1nc(N)n2nc(Cc3ncccc3F)nc2c1-c1ccc(=O)n(C)c1
146490626,CN(C)c1nc(N)n2nc(Cc3ncccc3F)nc2c1-c1ccc2ncc(C)n2c1
146490627,Cn1ccc2cc(ccc12)-c1nc(N)n2nc(Cc3ncccc3F)nc2c1-c1ccc(=O)n(C)c1
146490628,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ncco1
146490629,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-n1ccc(F)n1
146490631,Nc1nc(-c2ccc(F)cc2)c(-c2ccc(=O)n(c2)C2CC2)c2nc(Cc3ncccc3F)nn12
146490632,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1cccc(F)c1
146490633,Nc1cc(ccn1)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(F)cc1
146490634,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(F)c(F)c1
146490635,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(cc1)C(F)F
146490636,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3nccs3)nc12)-c1ccc(F)cc1
146490637,CNc1cc(ccn1)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(F)cc1
146490639,Cc1cc(ccn1)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(F)cc1
146490640,Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Cl)c2)c2nc(Cc3ncccc3F)nn12
146490641,Cc1cc(cc(C)n1)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(F)cc1
146490642,Nc1nc(-c2ccc(F)cc2)c(-c2ccc3ncccc3c2)c2nc(Cc3ncccc3F)nn12
146490643,Cn1cnc2ccc(cc12)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1ncco1
146490644,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1ccccn1
146490645,Nc1nc(c(-c2ccc3nccn3c2)c2nc(Cc3ncccc3F)nn12)-n1nccn1
146490646,Cc1cc(cc(Cl)n1)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(F)cc1
146490647,Cn1cnc2ccc(cc12)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ncco1
146490648,Nc1nc(c(-c2ccc3nccn3c2)c2nc(Cc3ncccc3F)nn12)-n1ccnn1
146490649,Nc1nc(-c2ncco2)c(-c2ccc3nccn3c2)c2nc(Cc3ncccc3F)nn12
146490650,CN(C)CCc1nc2c(-c3ccc4ncc(C)n4c3)c(nc(N)n2n1)-c1ccc(F)cc1
146490651,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)N1CCC1
146490652,CN1CCC[C@H]1Cc1nc2c(-c3ccc4ncc(C)n4c3)c(nc(N)n2n1)-c1ccc(F)cc1
146490653,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)N1CCCC1
146490655,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)N1CCOCC1
146490662,CN(C)c1cc(ccn1)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1ccc(F)cc1
146490664,Nc1nc(-c2ccc(F)cc2)c(-c2ccnnc2)c2nc(Cc3c(F)cccc3F)nn12
146490665,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1ccc(F)cc1
146490669,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3cscn3)nc12)-c1ccc(F)cc1
146490672,CN1CCC[C@@H]1Cc1nc2c(-c3ccc4ncn(C)c4c3)c(nc(N)n2n1)-c1ccc(F)cc1
146490673,Cc1coc(n1)-c1nc(N)n2nc(Cc3c(F)cccc3F)nc2c1-c1ccc(=O)n(C)c1
146490674,Cc1cnc(o1)-c1nc(N)n2nc(Cc3c(F)cccc3F)nc2c1-c1ccc(=O)n(C)c1
146490680,Cc1nc(Cc2nc3c(-c4ccc5nccn5c4)c(nc(N)n3n2)-c2ccc(F)cc2)cs1
146490826,CC(C)n1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(F)cc1
146490827,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(Cl)cc1
146490828,Cn1cc(cn1)-c1nc(N)n2nc(Cc3ncccc3F)nc2c1-c1ccc(=O)n(C)c1
146490829,Nc1nc(-c2ccc(F)cc2)c(-c2ccc(=O)n(c2)C2CS(=O)(=O)C2)c2nc(Cc3c(F)cccc3F)nn12
146490832,Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(c2)C(F)(F)F)c2nc(Cc3c(F)cccc3F)nn12
146490834,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(F)cc1
146490845,Nc1nc(-c2ccc(F)cc2)c(-c2ccc3nccn3c2)c2nc(Cc3ncccc3F)nn12
146490850,Cc1cc(cn(C)c1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(F)cc1
146490856,Cc1cc(c(C)cn1)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1ccc(F)cc1
146490857,Cc1cc(ccn1)-c1c(nc(N)n2nc(Cc3cccc(Cl)n3)nc12)-c1ccc(F)cc1
146490858,Cc1nccc(c1C)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1ccc(F)cc1
146490860,CN(C)c1cccc(Cc2nc3c(-c4ccnc(C)c4)c(nc(N)n3n2)-c2ccc(F)cc2)n1
146490861,Cc1cc(ccn1)-c1c(nc(N)n2nc(Cc3cccc(n3)C#N)nc12)-c1ccc(F)cc1
146490862,Cc1ccc(cn1)-c1nc(N)n2nc(Cc3c(F)cccc3F)nc2c1-c1ccc(=O)n(C)c1
146490863,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ncco1
146490864,Nc1nc(-c2ccc(F)cc2)c(-c2ccc(=O)n(c2)C2CCOC2)c2nc(Cc3c(F)cccc3F)nn12
146490865,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-n1nccn1
146490867,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1ncco1
146490869,Cc1cc(ccn1)-c1c(nc(N)n2nc(Cc3cccc(Cl)c3)nc12)-c1ccc(F)cc1
146490872,Cn1nc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(F)cc1
146490873,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3cccc(N)n3)nc12)-c1ccc(F)cc1
146490876,CCn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(F)cc1
146490881,Cn1cc(ccc1=O)-c1c(Cl)nc(N)n2nc(Cc3c(F)cccc3F)nc12
146490882,Cc1cc(cc(C)n1)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1ncco1
146490903,CC(C)n1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1ncco1
146490904,Cc1cc(cc(N)n1)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1ncco1
146490905,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1cccc(Cl)c1
146490906,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3OC(F)F)nc12)-c1ncco1
146490907,Nc1nc(-c2ccc(F)cc2)c(-c2ccc3nncn3c2)c2nc(Cc3ncccc3F)nn12
146490908,Cn1cnc2ccc(cc12)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(F)cc1
146490930,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(CC3CCOC3)nc12)-c1ccc(F)cc1
146490973,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccccc1Cl
146490975,CN1CCC[C@H]1Cc1nc2c(-c3ccc4ncn(C)c4c3)c(nc(N)n2n1)-c1ccc(F)cc1
146490977,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1nccs1
146490978,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)N1CCC2(COC2)C1
146491025,COc1cccc(c1)-c1nc(N)n2nc(Cc3ncccc3F)nc2c1-c1ccc(=O)n(C)c1
146491030,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1cc(F)cc(F)c1
146491093,COc1ccc(cc1)-c1nc(N)n2nc(Cc3ncccc3F)nc2c1-c1ccc(=O)n(C)c1
146491094,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-n1cccn1
146491095,Nc1nc(-c2ccc(F)cc2)c(-c2ccc(=O)n(CCO)c2)c2nc(Cc3c(F)cccc3F)nn12
146491096,CC(c1nc2c(-c3ccnc(C)c3)c(nc(N)n2n1)-c1ccc(F)cc1)c1c(F)cccc1F
146491099,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(cc1)C(F)(F)F
146491100,Cc1c(ccc(=O)n1C)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(F)cc1
146491101,Cc1cc(ccn1)-c1c(nc(N)n2nc(Cc3cscn3)nc12)-c1ccc(F)cc1
146491105,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ccc(F)cc1F
146491106,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncc(F)cc3F)nc12)-c1ccc(F)cc1
146491141,Nc1nc(-c2ccc(F)cc2)c(-c2ccc3nc[nH]c3c2)c2nc(Cc3ncccc3F)nn12
146491142,CC(C)n1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ncco1
149722760,C[C@H](O)CNC(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(C)sc12
149731152,C[C@H](Nc1nc(C(=O)N2CC(C2)N(C)C)c2sc(C)cc2n1)c1cncc(F)c1
149747008,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(C)=O)c2sccc2n1)c1cncc(F)c1
149829430,C[C@H](Nc1nc(C(=O)NCc2nccs2)c2sc(C)cc2n1)c1ccccn1
149839126,C[C@H](Nc1nc(C(=O)NCC(C)(C)O)c2sc(C)cc2n1)c1cncc(F)c1
149839786,C[C@H](Nc1nc(C(=O)N2CC(C2)C(=O)OC(C)(C)C)c2sc(C)cc2n1)c1ccccn1
149948258,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)c2cccnc2)c2sccc2n1)c1cncc(F)c1
149962429,C[C@H](Nc1nc(C(=O)N2CC(CC(=O)NC(C)(C)C)C2)c2sccc2n1)c1cncc(F)c1
150035258,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C2(C)CC2)c2sccc2n1)c1cncc(F)c1
150065885,CC(C)C(=O)NC1CN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2ccsc12
150076898,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)c2cccc(F)c2)c2sccc2n1)c1cncc(F)c1
150178864,C[C@H](Nc1nc(C(=O)N2CC[C@H](O)C2)c2sc(C)cc2n1)c1cncc(F)c1
150241455,C[C@H](Nc1nc(C(=O)NCc2ccccn2)c2sccc2n1)c1cccnc1
150281250,C[C@H](Nc1nc(C(=O)N2CC(CS(C)(=O)=O)C2)c2sc(C)cc2n1)c1cncc(F)c1
150351504,C[C@H](Nc1nc(C(=O)NCC2CCOCC2)c2sccc2n1)c1cncc(F)c1
150353293,C[C@H](Nc1nc(C(=O)NCCc2ccc(NC(C)=O)cc2)c2sc(C)cc2n1)c1cncc(F)c1
150405538,COc1cccc(CNC(=O)c2nc(N[C@@H](C)c3cncc(F)c3)nc3cc(C)sc23)n1
150422416,C[C@H](Nc1nc(C(=O)NCc2ccccn2)c2sc(C)cc2n1)c1ccccn1
150462760,CNc1cc2nc(N[C@@H](C)c3ccccn3)nc(C(=O)N3CCC3)c2s1
150464095,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C2(C)CCC2)c2sccc2n1)c1cncc(Cl)c1
150485018,C[C@H](Nc1nc(C(=O)N2CC(CO)C2)c2sc(C)cc2n1)c1cncc(F)c1
150492407,C[C@H](Nc1nc(C(=O)N2CC(CNC(=O)OC(C)(C)C)C2)c2sccc2n1)c1cncc(F)c1
150519134,COCCNC(=O)c1nc(N[C@@H](C)c2ccccn2)nc2ccsc12
150617787,C[C@H](Nc1nc(C(=O)NCc2ccc(OCC3CC3)nc2)c2sccc2n1)c1ccccn1
150636423,COCC1CN(C1)C(=O)c1nc(N[C@@H](C)c2ccccn2)nc2c(C)csc12
150643007,COc1cccc(CCNC(=O)c2nc(N[C@@H](C)c3cncc(F)c3)nc3ccsc23)n1
150712203,C[C@H](Nc1nc(C(=O)NCCc2cccc(O)c2)c2sccc2n1)c1ccccn1
150734726,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C2(C)CCOC2)c2sccc2n1)c1cncc(F)c1
150739622,C[C@H](Nc1nc(C(=O)NC2CCC2)c2sc(C)cc2n1)c1ccccn1
150745370,C[C@H](Nc1nc(C(=O)N2CC[C@H](CO)C2)c2sc(C)cc2n1)c1cncc(F)c1
150785059,C[C@H](Nc1nc(C(=O)NCCc2cccc(O)c2)c2sccc2n1)c1cncc(F)c1
150847004,C[C@H](Nc1nc(C(=O)NCCc2ccc(O)cc2)c2sccc2n1)c1ccccn1
150930360,C[C@H](O)CNC(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2ccsc12
151016954,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C2COC2)c2sccc2n1)c1cncc(F)c1
151074861,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C23CC(C2)C3)c2sccc2n1)c1cncc(F)c1
151077614,C[C@H](Nc1nc(C(=O)N2CC[C@@H](C2)NC(=O)OCc2ccccc2)c2sc(C)cc2n1)c1cncc(F)c1
151102361,C[C@H](Nc1nc(C(=O)NCCc2ccc(O)cc2)c2sccc2n1)c1ccnc(F)c1
151137925,C[C@H](Nc1nc(C(=O)NCC2CCOCC2)c2sc(C)cc2n1)c1cncc(F)c1
151162257,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C(C)(C)C)c2sccc2n1)c1cncc(F)c1
151168187,C[C@H](Nc1nc(C(=O)N2CC[C@@H](C2)NC(C)=O)c2sc(C)cc2n1)c1cncc(F)c1
151424138,C[C@H](Nc1nc(C(=O)NCCc2cccc(O)c2)c2sccc2n1)c1cccnc1
151429893,CN[C@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(C)sc12
151453552,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)OC(C)(C)C)c2sc(C)cc2n1)c1cncc(F)c1
151467681,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)CC(C)(C)C)c2sccc2n1)c1cncc(F)c1
151483328,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C2(C)CCC2)c2sccc2n1)c1cncc(F)c1
151587887,C[C@H](Nc1nc(C(=O)NCCc2ccc(CO)cc2)c2sccc2n1)c1cncc(F)c1
151604290,C[C@H](O)CNC(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(sc12)C(F)(F)F
151664222,COc1ccc(CNC(=O)c2nc(N[C@@H](C)c3ccccn3)nc3ccsc23)cn1
151673550,COc1ccc(CNC(=O)c2nc(N[C@@H](C)c3ccccn3)nc3cc(C)sc23)cn1
151675446,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C2CCCC2)c2sccc2n1)c1cncc(F)c1
151680263,C[C@H](Nc1nc(C(=O)NCCO)c2sccc2n1)c1cccnc1
151698511,Cn1cc(ccc1=O)-c1cnc(N)n2nc(nc12)-c1ccco1
151746871,C[C@H](Nc1nc(C(=O)NCC(C)(C)O)c2sccc2n1)c1cncc(F)c1
151794386,COc1cccc(CNC(=O)c2nc(N[C@@H](C)c3cccnc3)nc3ccsc23)n1
151891462,C[C@H](Nc1nc(C(=O)NCc2ccccn2)c2scc(C)c2n1)c1ccccn1
151898530,C[C@H](Nc1nc(C(=O)NCc2cccnc2)c2sc(C)cc2n1)c1ccccn1
151991053,C[C@H](Nc1nc(C(=O)NC2CC2)c2sccc2n1)c1ccccn1
152083923,C[C@H](Nc1nc(C(=O)N2CC(C2)C(=O)NOC(C)(C)C)c2sccc2n1)c1cncc(F)c1
152121487,C[C@H](Nc1nc(C(=O)N2CCC2)c2sccc2n1)c1cncc(Cl)c1
152123874,COC[C@@H](Nc1nc(C(=O)NCCc2ccc(O)cc2)c2sccc2n1)c1cccnc1
152186108,C[C@H](Nc1nc(C(=O)NC2CCCC2)c2sccc2n1)c1ccccn1
152333305,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C2(C)CC2)c2sccc2n1)c1cncc(Cl)c1
152369255,C[C@H](Nc1nc(C(=O)NCCc2ccc(NC(C)=O)cc2)c2sc(C)cc2n1)c1cccnc1
152409252,CCOc1ccc(CNC(=O)c2nc(N[C@@H](C)c3ccccn3)nc3ccsc23)cn1
152514161,COc1ccc(cc1)[C@H](C)Nc1nc(C(=O)NCc2cccnc2)c2sccc2n1
152586810,C[C@H](Nc1nc(C(=O)NCCc2ccc(NC(C)=O)cc2)c2sccc2n1)c1cncc(F)c1
152590287,CO[C@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(C)sc12
152723702,C[C@H](Nc1nc(C(=O)N2CC[C@H](CO)C2)c2sccc2n1)c1cncc(F)c1
152733656,C[C@H](Nc1nc(C(=O)N2CC(CC(=O)OC(C)(C)C)C2)c2sc(C)cc2n1)c1cncc(F)c1
153637658,CO[C@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2ccsc12
153637659,CO[C@@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2cccnc2)nc2ccsc12
153637662,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C(C)(C)C)c2sccc2n1)c1cncc(Cl)c1
153637666,C[C@H](Nc1nc(C(=O)N2CC(F)(F)C2)c2sccc2n1)c1cccnc1
153637675,C[C@H](Nc1nc(C(=O)N2CC(CN)C2)c2sc(C)cc2n1)c1ccccn1
153637676,C[C@H](Nc1nc(C(=O)N2CC[C@H](O)C2)c2sccc2n1)c1cncc(Cl)c1
153637679,C[C@H](Nc1nc(C(=O)N2CC(O)C2)c2sccc2n1)c1ccccn1
153637680,CN[C@@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(C)sc12
153637682,C[C@H](Nc1nc(C(=O)N2CC[C@@H](CO)C2)c2sccc2n1)c1cccnc1
153637683,C[C@H](Nc1nc(C(=O)N2CC(C2)C(N)=O)c2sc(C)cc2n1)c1cncc(F)c1
153637684,C[C@H](Nc1nc(C(=O)N2CC[C@H](F)C2)c2sccc2n1)c1cncc(F)c1
153637686,CO[C@@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(Cl)c2)nc2ccsc12
153637687,CO[C@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2ccccn2)nc2cc(C)sc12
153637695,COC[C@@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2ccccn2)nc2cc(C)sc12
153637704,C[C@H](Nc1nc(C(=O)N2CC[C@H](C)C2)c2sccc2n1)c1cccnc1
153637707,C[C@H](Nc1nc(C(=O)N2CC[C@H](O)C2)c2sc(cc2n1)C(F)(F)F)c1cccnc1
153637709,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)OC(C)(C)C)c2sccc2n1)c1cncc(F)c1
