PubChem CID,Ligand SMILES
153637710,C[C@H](Nc1nc(C(=O)NCCc2ccncc2)c2sccc2n1)c1cncc(F)c1
153637711,C[C@H](Nc1nc(C(=O)NCCc2ccc(O)cc2)c2sc(C)cc2n1)c1cncc(F)c1
153637714,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)c2ccc(o2)C(F)(F)F)c2sc(C)cc2n1)c1cncc(F)c1
153637720,CNC1CN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(C)sc12
153637721,C[C@H](Nc1nc(C(=O)N2CC[C@@H](F)C2)c2sccc2n1)c1cncc(F)c1
153637722,C[C@H](Nc1nc(C(=O)N2CC[C@@H](O)C2)c2sccc2n1)c1cncc(F)c1
153637727,C[C@H](Nc1nc(C(=O)N2CC[C@H](O)C2)c2sccc2n1)c1cccnc1
153637728,CNc1cc2nc(N[C@@H](C)c3ccccn3)nc(C(=O)N3CC[C@@H](O)C3)c2s1
153637730,C[C@H](Nc1nc(C(=O)N2CC(CNS(C)(=O)=O)C2)c2sccc2n1)c1cncc(F)c1
153637731,C[C@H](Nc1nc(C(=O)N2CC[C@@H](O)C2)c2sccc2n1)c1cccc(F)c1
153637732,COC1CN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(C)sc12
153637741,CO[C@@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2ccsc12
153637749,C[C@H](Nc1nc(C(=O)NCC[C@@H]2CCNC2)c2sc(C)cc2n1)c1cncc(F)c1
153637750,C[C@H](Nc1nc(C(=O)N2CC[C@@H](C)C2)c2sccc2n1)c1ccccn1
153637751,C[C@H](Nc1nc(C(=O)N2CC[C@H](O)C2)c2sc(cc2n1)C(F)(F)F)c1cncc(F)c1
153637753,C[C@H](Nc1nc(C(=O)N2CC[C@@H](O)C2)c2sccc2n1)c1cncc(Cl)c1
153637762,C[C@H](Nc1nc(C(=O)N2CC[C@H](O)C2)c2sccc2n1)c1ccccn1
153637766,CO[C@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2cccnc2)nc2ccsc12
153637772,CO[C@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(Cl)c2)nc2ccsc12
153637773,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)c2cccc(Cl)c2)c2sccc2n1)c1cncc(F)c1
153637774,C[C@H](Nc1nc(C(=O)N2CC(C2)C(=O)OC(C)(C)C)c2sc(C)cc2n1)c1cncc(F)c1
153637779,C[C@H](Nc1nc(C(=O)N2CC(CNC(=O)N(C)C)C2)c2sccc2n1)c1cncc(F)c1
153637782,C[C@@H](O)CNC(=O)c1nc(N[C@@H](C)c2cncc(Cl)c2)nc2ccsc12
153637786,CO[C@@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(C)sc12
153637788,C[C@H](Nc1nc(C(=O)N2CC(C2)N(C)C(C)=O)c2sc(C)cc2n1)c1cncc(F)c1
153637790,C[C@H](Nc1nc(C(=O)N2CC[C@H](N)C2)c2sc(C)cc2n1)c1cncc(F)c1
153637795,C[C@H](Nc1nc(C(=O)N2CC[C@H](O)C2)c2sc(C)cc2n1)c1cccnc1
153637796,COC1CN(C1)C(=O)c1nc(N[C@@H](C)c2cccnc2)nc2ccsc12
153637798,CC(C)OC(=O)NC1CN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(C)sc12
153637799,C[C@H](Nc1nc(C(=O)N2CC(O)C2)c2sccc2n1)c1cccnc1
153637803,C[C@@H](O)CNC(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2ccsc12
153637804,C[C@H](Nc1nc(C(=O)N2CC[C@@H](CO)C2)c2sc(C)cc2n1)c1cncc(F)c1
153637805,C[C@H](Nc1nc(C(=O)N2CC[C@H](O)C2)c2sccc2n1)c1cncc(F)c1
153637808,C[C@H](Nc1nc(C(=O)N2CC[C@H](O)C2)c2sccc2n1)c1cccc(F)c1
153637814,COC[C@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2ccccn2)nc2cc(C)sc12
153637815,C[C@H](Nc1nc(C(=O)N2CC[C@H](CO)C2)c2sccc2n1)c1cccnc1
153637816,CC(C)(C)OC(=O)N[C@@H]1CCN(C1)C(=O)c1nc(NCc2cc(F)cc(F)c2)nc2ccsc12
153637817,C[C@H](Nc1nc(C(=O)N2CC[C@H](CN)C2)c2sc(C)cc2n1)c1cncc(F)c1
153637818,C[C@H](Nc1nc(C(=O)N2CC(N)C2)c2sc(C)cc2n1)c1cncc(F)c1
153637819,CNc1cc2nc(N[C@@H](C)c3ccccn3)nc(C(=O)N3CC[C@@H](F)C3)c2s1
153637820,CC(C)(C)C(=O)N[C@H]1CCN(C1)C(=O)c1nc(NCc2cncc(F)c2)nc2ccsc12
153637821,C[C@@H](O)CNC(=O)c1nc(N[C@@H](C)c2cccnc2)nc2cc(sc12)C(F)(F)F
153637826,C[C@H](Nc1nc(C(=O)N2CC[C@H](CO)C2)c2sc(C)cc2n1)c1cccnc1
153637827,C[C@H](Nc1nc(C(=O)N[C@@H]2CC[C@H](O)C2)c2sccc2n1)c1cncc(F)c1
153637832,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)OC2CCCC2)c2sccc2n1)c1cncc(F)c1
153637835,C[C@H](Nc1nc(C(=O)N2CC[C@H](C)C2)c2sccc2n1)c1ccccn1
153637836,C[C@H](Nc1nc(C(=O)N2CC[C@@H](O)C2)c2sc(N)cc2n1)c1cncc(F)c1
153637837,C[C@H](Nc1nc(C(=O)N2CC[C@H]2C)c2sc(C)cc2n1)c1cncc(F)c1
153637838,C[C@H](Nc1nc(C(=O)N2CC[C@H](C2)NC(=O)OCc2ccccc2)c2sc(C)cc2n1)c1cncc(F)c1
153637843,C[C@H](Nc1nc(C(=O)N2CCC2)c2sc(N)cc2n1)c1cncc(F)c1
153637845,CO[C@@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2ccccn2)nc2cc(C)sc12
153637846,C[C@H](Nc1nc(C(=O)N2CC[C@@H](CO)C2)c2sccc2n1)c1cncc(F)c1
153637847,C[C@H](Nc1nc(C(=O)N2CC[C@@H](N)C2)c2sc(C)cc2n1)c1cncc(F)c1
153637849,CC(C)C(=O)NCC1CN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2ccsc12
153637851,CCOC(=O)N(C)C1CN(C1)C(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(C)sc12
153637852,C[C@H](Nc1nc(C(=O)N2CC[C@H](O)C2)c2sc(C)cc2n1)c1ccccn1
153637857,C[C@H](Nc1nc(C(=O)N2CC[C@@H](C)C2)c2sccc2n1)c1cccnc1
153637858,C[C@H](O)CNC(=O)c1nc(N[C@@H](C)c2cncc(Cl)c2)nc2ccsc12
153637862,C[C@H](Nc1nc(C(=O)N2CC(C2)N(C)C(=O)CC(C)(C)C)c2sc(C)cc2n1)c1cncc(F)c1
153637871,C[C@H](Nc1nc(C(=O)N2CC[C@H](C2)NC(=O)OC(C)(C)C)c2sccc2n1)c1ccccn1
153637872,C[C@H](Nc1nc(C(=O)N2CC[C@@H](O)C2)c2sc(cc2n1)C(F)(F)F)c1cccnc1
153637873,C[C@H](Nc1nc(C(=O)N2CCC[C@H]2C)c2sccc2n1)c1cncc(F)c1
153637875,C[C@@H](O)CNC(=O)c1nc(N[C@@H](C)c2ccccn2)nc2ccsc12
153637876,C[C@H](Nc1nc(C(=O)NCC[C@H]2CCNC2)c2sc(C)cc2n1)c1cncc(F)c1
153637885,C[C@@H](O)CNC(=O)c1nc(N[C@@H](C)c2ccccn2)nc2cc(C)sc12
153637886,C[C@H](Nc1nc(C(=O)N2CC[C@@H](C2)NC(C)=O)c2sccc2n1)c1cncc(F)c1
153637887,C[C@@H](O)CNC(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(sc12)C(F)(F)F
153637889,C[C@H](Nc1nc(C(=O)N2CC[C@H](C2)NC(C)=O)c2sc(C)cc2n1)c1cncc(F)c1
153637891,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)c2ccc(Cl)cc2)c2sccc2n1)c1cncc(F)c1
153637892,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C(C)(C)C)c2scc(C)c2n1)c1cncc(F)c1
153637893,C[C@@H](O)CNC(=O)c1nc(N[C@@H](C)c2cncc(F)c2)nc2cc(C)sc12
153637898,CO[C@H]1CCN(C1)C(=O)c1nc(N[C@@H](C)c2ccccn2)nc2ccsc12
155210437,Cn1cc(ccc1=O)-c1c(nc(N)n2nc(Cc3ncccc3OC(F)F)nc12)-c1ccc(F)cc1
155210441,Nc1nc(-c2ncco2)c(-c2ccnc(OC(F)F)c2)c2nc(Cc3c(F)cccc3F)nn12
155210450,Cc1cc(cc(OC(F)F)n1)-c1c(nc(N)n2nc(Cc3ncccc3F)nc12)-c1ncco1
155210502,Nc1nc(-c2ncco2)c(-c2ccnc(OC(F)F)c2)c2nc(Cc3ncccc3F)nn12
155371223,Nc1nc(-c2ncco2)c(-c2ccc3nncn3c2)c2nc(Cc3ncccc3OC(F)F)nn12
155371229,Nc1nc(-c2ccc(F)cc2)c(-c2ccc3nncn3c2)c2nc(Cc3ncccc3OC(F)F)nn12
156022971,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(C[C@H]3CCOC3)nc12)-c1ccc(F)cc1
156022974,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(C[C@@H]3CCOC3)nc12)-c1ncco1
156022975,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(C[C@H]3CCOC3)nc12)-c1ncco1
162779409,C[C@H](Nc1nc(C(=O)NC2C[C@H](O)C2)c2sccc2n1)c1ccccn1
162779411,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C23CC4CC(CC(C4)C2)C3)c2sccc2n1)c1cncc(F)c1
162779426,C[C@H](Nc1nc(C(=O)NC2C[C@H](O)C2)c2sccc2n1)c1cncc(Cl)c1
162779429,C[C@H](Nc1nc(C(=O)NCC2CCOC2)c2sc(C)cc2n1)c1cncc(F)c1
162779475,C[C@H](Nc1nc(C(=O)NC2CCN(C2)C(=O)OC(C)(C)C)c2sccc2n1)c1ccccn1
162779484,C[C@H](Nc1nc(C(=O)N2CCN(C2)C(=O)NOC(C)(C)C)c2sc(C)cc2n1)c1cncc(F)c1
162779488,C[C@H](Nc1nc(C(=O)N2CCC(C2)C(=O)NCC(C)(C)C)c2sccc2n1)c1cncc(F)c1
162779497,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C(C)(C)C)c2sccc2n1)c1ccccn1
163408067,CNc1cc2nc(N[C@@H](C)c3cccnc3)nc(C(=O)N3CCC(O)C3)c2s1
163408069,C[C@H](Nc1nc(C(=O)NC2CC[C@@H](O)C2)c2sccc2n1)c1cncc(F)c1
163408070,C[C@H](Nc1nc(C(=O)NC2CC[C@@H](O)C2)c2sccc2n1)c1ccccn1
163408071,CC(O)CNC(=O)c1nc(N[C@@H](C)c2cccnc2)nc2cc(sc12)C(F)(F)F
163408072,COc1cccc(CNC(=O)c2nc(N[C@@H](C)c3cccnc3)nc3cc(C)sc23)n1
