PubChem CID,Ligand SMILES
155371229,Nc1nc(-c2ccc(F)cc2)c(-c2ccc3nncn3c2)c2nc(Cc3ncccc3OC(F)F)nn12
155530763,Cc1cccc(NC(=O)CCN2CCC(CC2)c2ccccn2)c1
156022971,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(C[C@H]3CCOC3)nc12)-c1ccc(F)cc1
156022974,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(C[C@@H]3CCOC3)nc12)-c1ncco1
156022975,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(C[C@H]3CCOC3)nc12)-c1ncco1
162779409,C[C@H](Nc1nc(C(=O)NC2C[C@H](O)C2)c2sccc2n1)c1ccccn1
162779411,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C23CC4CC(CC(C4)C2)C3)c2sccc2n1)c1cncc(F)c1
162779426,C[C@H](Nc1nc(C(=O)NC2C[C@H](O)C2)c2sccc2n1)c1cncc(Cl)c1
162779429,C[C@H](Nc1nc(C(=O)NCC2CCOC2)c2sc(C)cc2n1)c1cncc(F)c1
162779475,C[C@H](Nc1nc(C(=O)NC2CCN(C2)C(=O)OC(C)(C)C)c2sccc2n1)c1ccccn1
162779484,C[C@H](Nc1nc(C(=O)N2CCN(C2)C(=O)NOC(C)(C)C)c2sc(C)cc2n1)c1cncc(F)c1
162779488,C[C@H](Nc1nc(C(=O)N2CCC(C2)C(=O)NCC(C)(C)C)c2sccc2n1)c1cncc(F)c1
162779497,C[C@H](Nc1nc(C(=O)N2CC(C2)NC(=O)C(C)(C)C)c2sccc2n1)c1ccccn1
163408067,CNc1cc2nc(N[C@@H](C)c3cccnc3)nc(C(=O)N3CCC(O)C3)c2s1
163408069,C[C@H](Nc1nc(C(=O)NC2CC[C@@H](O)C2)c2sccc2n1)c1cncc(F)c1
163408070,C[C@H](Nc1nc(C(=O)NC2CC[C@@H](O)C2)c2sccc2n1)c1ccccn1
163408071,CC(O)CNC(=O)c1nc(N[C@@H](C)c2cccnc2)nc2cc(sc12)C(F)(F)F
163408072,COc1cccc(CNC(=O)c2nc(N[C@@H](C)c3cccnc3)nc3cc(C)sc23)n1
